,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired
264,nHLlnK,otkATx,NaN,Rain Check,Specialty Stouts,NaN,NaN,N
265,nHLlnK,p0Qbef,NaN,Red Ryeot,Rye Ale or Lager with or without Yeast,6.5,NaN,N
266,nHLlnK,GIO3Xe,NaN,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),American-Style Amber/Red Ale,8,NaN,N
267,nHLlnK,gfOxMc,NaN,Resilience Butte County Proud IPA,American-Style India Pale Ale,6.8,65,N
268,nHLlnK,YVWopx,Limited,Return of the Red Eye IPA,American-Style India Pale Ale,6.5,NaN,N
269,nHLlnK,XlDXNh,NaN,River Ryed Rye IPA,Rye Ale or Lager with or without Yeast,6,NaN,N
270,nHLlnK,qOKA1F,Limited,Ruthless Rye IPA,American-Style India Pale Ale,6.6,55,N
271,nHLlnK,a34mcG,NaN,Rye Ale (Aged in Sagamore Rye Whiskey Barrels),Rye Ale or Lager with or without Yeast,9.2,NaN,N
272,nHLlnK,VdK5qM,NaN,Rye Way 117,Specialty Honey Lager or Ale,7.4,NaN,N
273,nHLlnK,lDDTXD,NaN,Ryeday the 13th,Rye Ale or Lager with or without Yeast,5.5,NaN,N
274,nHLlnK,HfX0FF,NaN,Scotch Ale Project 1 Blanton's,Scottish-Style Heavy Ale,11.3,NaN,N
275,nHLlnK,325NwN,NaN,Scotch Ale Project 2 Buffalo Trace,Scottish-Style Heavy Ale,11.3,NaN,N
276,nHLlnK,fLoC5o,NaN,Scotch Ale Project 2 Eagle Rare,Scottish-Style Heavy Ale,11.3,NaN,N
277,nHLlnK,IzBcZt,NaN,Scotch-Style Ale,Scotch Ale,7.3,NaN,N
278,nHLlnK,8vbUYR,NaN,Session Rye,Rye Ale or Lager with or without Yeast,4.5,31,N
279,nHLlnK,1qx64W,Limited,Shamrock'n Rye Ale,Rye Ale or Lager with or without Yeast,6.6,NaN,N
280,nHLlnK,FtZRre,NaN,Sidcar Orange IPA,American-Style India Pale Ale,6.8,35,N
281,nHLlnK,lPcmND,NaN,SideCar,American-Style Amber/Red Ale,5.6,NaN,N
282,nHLlnK,LB8JzL,NaN,Sidecar Orange Pale Ale,American-Style Pale Ale,5.6,35,N
283,nHLlnK,z71HIM,NaN,Sierra Nevada Torpedo Cask,American-Style India Pale Ale,7.2,NaN,N
284,nHLlnK,03DVSg,NaN,Sierraveza,American-Style Light (Low Calorie) Lager,5,18,N
285,nHLlnK,lsUdvK,Limited,Simmer Down Brown,American-Style Brown Ale,7,NaN,N
286,nHLlnK,P8KXUd,NaN,Single Hop Amarillo IPA,American-Style India Pale Ale,6.7,NaN,N
287,nHLlnK,dqKU6w,Seasonal,Single Hop Cascade IPA,American-Style India Pale Ale,6.3,45,N
288,nHLlnK,dlm9nV,NaN,Single Hop Citra IPL,American-Style Lager,5.5,NaN,N
289,nHLlnK,G5Uxww,NaN,Single Hop El Dorado Session IPA,Session India Pale Ale,4.6,NaN,N
290,nHLlnK,1S3Le4,NaN,Single Hop Mosaic Double IPA,Imperial or Double India Pale Ale,6.6,47,N
291,nHLlnK,e0bg5f,NaN,Six Rights IPA -  Beer Camp,American-Style India Pale Ale,8,NaN,N
292,nHLlnK,g4t58N,NaN,SkiEsta,American-Style Lager,5.2,18,N
293,nHLlnK,CI8j2t,Limited,Sleight of Hand,Specialty Beer,8.3,NaN,N
294,nHLlnK,FxxNhs,Limited,Snow Cone IPA,American-Style India Pale Ale,7,NaN,N
295,nHLlnK,LPjakS,NaN,Snow Wit,American-Style India Pale Ale,5.7,40,N
296,nHLlnK,FC8sve,Not Available,So Fresh & So Keene IPA,American-Style India Pale Ale,6.5,NaN,N
297,nHLlnK,fX6odn,NaN,Solar Storm - Beer Camp #71,American-Style India Pale Ale,5.8,NaN,N
298,nHLlnK,1SYQ5O,NaN,Southern Gothic Session Pils,German-Style Pilsener,5.6,40,N
299,nHLlnK,xXJuyA,Limited,Southern Hemisphere Harvest,American-Style Pale Ale,6.7,66,N
300,nHLlnK,7SC2N0,NaN,Southern Hemisphere Session IPA,Session India Pale Ale,4.6,40,N
301,nHLlnK,oqsjeJ,NaN,Steady As She Gose,Leipzig-Style Gose,5.7,NaN,N
302,nHLlnK,rHCSHp,Year Round,Stout,American-Style Stout,5.8,50,N
303,nHLlnK,5ue4ah,Summer,Summerfest,American-Style Lager,5,28,N
304,nHLlnK,ATFslo,NaN,Sweet Sunny South,Belgian-Style Table Beer,4.9,23,N
305,nHLlnK,5ErplG,Limited,Tater Ridge - Beer Camp Across America,Scottish-Style Heavy Ale,7,35,N
306,VDMEV7,vf8QTx,Limited,Terra Incognita,Specialty Beer,8.5,38.5,N
307,YWVg1z,JsJS48,Limited,There and Back - Beer Camp Across America,Ordinary Bitter,5.6,40,N
308,nHLlnK,JaS6T7,Year Round,Torpedo Extra IPA,American-Style India Pale Ale,7.2,65,N
309,qghrkC,wC2GDZ,Limited,Torpedo Pilsner - Beer Camp Across America,American-Style Pilsener,5.2,45,N
310,nHLlnK,i5EwQe,NaN,Trip In The Woods,Scotch Ale,9.6,NaN,N
311,nHLlnK,lPKfmK,Limited,Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,American-Style Imperial Stout,9.8,NaN,N
312,nHLlnK,T64OoT,NaN,Trip In the Woods Biere De Garde,French-Style Bière de Garde,9.8,10,N
313,nHLlnK,N0usi0,NaN,Trip in the Woods Madeira Quad,Belgian-Style Quadrupel,10.5,NaN,N
314,nHLlnK,x3B5d8,NaN,Trip in the Woods NARWHAL,Wood- and Barrel-Aged Strong Beer,9.8,NaN,N
315,nHLlnK,YEFnP1,NaN,Trip In the Woods Rum Barrel Aged Quad,Belgian-Style Quadrupel,9.8,NaN,N
316,nHLlnK,XNIe9H,NaN,Trip in the Woods Spiced Belgian Quad,Belgian-Style Quadrupel,13.4,15,N
317,nHLlnK,TxVKov,NaN,Trip in the Woods: Barrel Aged Ginger Bigfoot,American-Style Barley Wine Ale,11.4,NaN,N
318,nHLlnK,JK8eXb,NaN,Trip In the Woods: Cocoa Coconut Narwhal,American-Style Imperial Stout,11.8,NaN,N
319,nHLlnK,kKHKCn,NaN,Trip in the Woods: Maple Scotch,Scotch Ale,9.8,NaN,N
320,nHLlnK,ep9tZr,NaN,Trip In the Woods: Rye Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,9.6,28,N
321,nHLlnK,LPQCSx,NaN,Trip In The Woods: Tawny Narwhal,British-Style Imperial Stout,11.4,NaN,N
322,nHLlnK,K2y0MV,NaN,Trip In the Woods: Tequila-Barrel-Aged Otra Vez,Contemporary Gose,7.5,9,N
323,nHLlnK,KuflHE,NaN,Tropical Torpedo,American-Style India Pale Ale,6.7,55,N
324,nHLlnK,isCgs7,Seasonal,Tumbler,American-Style Brown Ale,5.5,37,N
325,nHLlnK,bf76fr,Year Round,Twin Peaks,American-Style Pale Ale,5,NaN,N
326,nHLlnK,Mp3DgY,Limited,Two-Headed Ruthless Rye IPA,Rye Ale or Lager with or without Yeast,9.7,NaN,N
327,nHLlnK,ExTe8O,NaN,Unfiltered Wheat Beer,American-Style Wheat Beer,4.4,NaN,N
328,nHLlnK,lAM2hZ,NaN,Unibrown,American-Style Brown Ale,7.1,NaN,N
329,nHLlnK,7IjJ76,NaN,Vienna,Vienna-Style Lager,5.3,NaN,N
330,nHLlnK,l7irOy,NaN,Weizenbock - Beer Camp #37,South German-Style Weizenbock / Weissbock,6.8,NaN,N
331,nHLlnK,hCMeA4,NaN,West Latitude Session Rye,Rye Ale or Lager with or without Yeast,5.5,55,N
332,nHLlnK,Jjw7Pd,NaN,Wheat Of The Moment,American-Style Wheat Beer,5.7,NaN,N
333,nHLlnK,QCvO04,NaN,Why Not?,French & Belgian-Style Saison,6.5,NaN,N
334,nHLlnK,Zu0hMc,Year Round,Wild Little Thing,American-Style Sour Ale,5.5,7,N
335,nHLlnK,xMjKhw,NaN,Wintertide Ale,Herb and Spice Beer,6,20,N
336,nHLlnK,TpeMIM,NaN,Witbier with Grapefruit,Fruit Beer,7,22,N
337,nHLlnK,ruYTf6,NaN,Yippe Rye Aye!,American-Style Wheat Beer,5.9,NaN,N
338,EYuZg3,CScss3,Limited,Yonder Bock - Beer Camp Across America,German-Style Heller Bock/Maibock,7.7,45,N
339,BSsTGw,a8u4ic,Limited,Yvan The Great - Beer Camp Across America,Belgian-Style Blonde Ale,6.3,50,N
340,nHLlnK,12WhgJ,NaN,Zappa Wild Stache,American-Style India Pale Ale,7.3,53,N
341,Jt43j7,YBW4h3,Year Round,1554,Belgian-Style Dark Strong Ale,6,21,N
342,Jt43j7,qHYa65,Year Round,1969 Lager,American-Style Lager,4.7,18,N
343,Jt43j7,4CFzKV,Year Round,Abbey,Belgian-Style Dubbel,7,20,N
344,Jt43j7,A33ltW,Limited,Accumulation White IPA,American-Style India Pale Ale,6.2,55,N
345,Jt43j7,13hF2A,NaN,Belgian Stout,American-Style Stout,7,NaN,N
346,Jt43j7,Yfk9kq,Year Round,Citradelic Tangerine IPA,American-Style India Pale Ale,6,50,N
347,Jt43j7,IYdY2s,Limited,Cold Brew Cream Ale,American-Style Cream Ale or Lager,5,13,N
348,Jt43j7,ME0zKN,Year Round,Dayblazer,Golden or Blonde Ale,4.8,13,N
349,Jt43j7,tuqTtX,Year Round,Fat Tire Amber Ale,American-Style Amber/Red Ale,5.2,22,N
350,Jt43j7,YEWcJI,Year Round,Fat Tire Belgian White,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,12,N
351,Jt43j7,Z5wGd8,Limited,Felix Aged in Apple Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,NaN,N
352,Jt43j7,1J1ple,Year Round,Glütiny Pale Ale,American-Style Pale Ale,6,30,N
353,Jt43j7,r9gGhg,Limited,Guava Sour,Wood- and Barrel-Aged Sour Beer,6.2,NaN,N
354,Jt43j7,vmRlBy,Year Round,Honey Orange Tripel,Belgian-Style Tripel,10,25,N
355,Jt43j7,02FvxG,Limited,L'Amour en Cage,Wood- and Barrel-Aged Sour Beer,7.5,NaN,N
356,Jt43j7,qhKlHV,Limited,La Folie,Wood- and Barrel-Aged Sour Beer,7,18,N
357,Jt43j7,DwUq7a,Limited,Le Terroir,Wood- and Barrel-Aged Sour Beer,7.5,12,N
358,Jt43j7,gH48RK,Year Round,Mountain Time,American-Style Lager,4.4,NaN,N
359,Jt43j7,a8agR7,Year Round,Mural Agua Fresca Cerveza,Fruit Beer,4,11,N
360,Jt43j7,h3UF4F,Limited,Nitro Cold Brew Cream Ale,American-Style Cream Ale or Lager,5,NaN,N
361,Jt43j7,o3thWE,Limited,Oakspire Bourbon Barrel Ale,Strong Ale,9,20,N
362,Jt43j7,iUTTnW,Year Round,Old Aggie,Vienna-Style Lager,4.7,18,N
363,Jt43j7,vibTAI,Year Round,Old Tuffy,American-Style Lager,4.7,18,N
364,Jt43j7,LIzIVu,Limited,Oscar Aged In Blackberry Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,NaN,N
365,Jt43j7,TTP4r7,Limited,Oscar Worthy Coffee,Wood- and Barrel-Aged Sour Beer,7.6,NaN,N
366,Jt43j7,rI2JfZ,Limited,Passion Fruit Kölsch,German-Style Kölsch / Köln-Style Kölsch,4,13,N
367,Jt43j7,JWH8TK,Limited,Peach Kick,American-Style Sour Ale,4.3,7,N
368,Jt43j7,h0Bar7,Year Round,Pilsener,Bohemian-Style Pilsener,4.8,16,N
369,Jt43j7,9hjUaT,Limited,Single Foeder Felix #4,Wood- and Barrel-Aged Sour Beer,7.7,NaN,N
370,Jt43j7,DkStbE,NaN,Single Foeder Felix No 61,American-Style Sour Ale,8.5,NaN,N
371,Jt43j7,YGPBwu,NaN,Single Foeder Oscar #65,Wild Beer,8.5,NaN,N
372,Jt43j7,3KZW6O,Limited,Snow Day,American-Style Black Ale,6.2,55,N
373,Jt43j7,reDk2y,NaN,Tap In Golden Ale,Golden or Blonde Ale,4.8,NaN,N
374,Jt43j7,l8qpNb,Year Round,The Hemperor HPA,American-Style India Pale Ale,7,55,N
375,Jt43j7,caPcOb,Limited,Transatlantique Kriek,Wood- and Barrel-Aged Sour Beer,6.2,8,N
376,Jt43j7,pYoN1d,Year Round,Trippel,Belgian-Style Tripel,8.5,43,N
377,Jt43j7,uBtMlj,Year Round,Voodoo Ranger American Haze,Juicy or Hazy India Pale Ale,5,30,N
378,Jt43j7,eRme9z,Limited,Voodoo Ranger Atomic Pumpkin,Pumpkin Beer,6.4,10,N
379,Jt43j7,GRudrO,Limited,Voodoo Ranger Hop Avenger IPA,American-Style India Pale Ale,7.7,45,N
380,Jt43j7,CzjgS6,Year Round,Voodoo Ranger Imperial IPA,Imperial or Double India Pale Ale,9,70,N
381,Jt43j7,OwfqJc,Year Round,Voodoo Ranger IPA,American-Style India Pale Ale,7,50,N
382,Jt43j7,ZRA7V7,Limited,Voodoo Ranger Juicifer IPA,Juicy or Hazy India Pale Ale,7.7,50,N
383,Jt43j7,p9f5NW,Year Round,Voodoo Ranger Juicy Haze IPA,Juicy or Hazy India Pale Ale,7.5,42,N
384,Jt43j7,Fxchjl,Limited,Voodoo Ranger Liquid Paradise IPA,American-Style India Pale Ale,7.8,44,N
385,Jt43j7,IcD1AH,Limited,Voodoo Ranger Starship IPA,American-Style India Pale Ale,7.7,50,N
386,Jt43j7,aBucKr,Limited,Where I Live,Wood- and Barrel-Aged Sour Beer,6,NaN,N
387,SWMzJ3,8rHPm3,NaN,A Great Day For A Beer,American-Style Pilsener,4.3,19,N
388,SWMzJ3,p0qXLX,NaN,Amber Ale,American-Style Amber/Red Ale,6.2,38,N
389,SWMzJ3,0Z3EHV,Year Round,Apricot Seed Pale Ale,American-Style Pale Ale,NaN,NaN,N
390,SWMzJ3,NuFg2g,NaN,Bartender's Choice,Imperial or Double India Pale Ale,6.5,NaN,N
391,SWMzJ3,FIcMFv,NaN,Betwixt 2 Berries,American-Style Sour Ale,6.5,NaN,N
392,SWMzJ3,86YCcv,NaN,Black Black Gose,Contemporary Gose,3.8,18,N
393,SWMzJ3,sfx9il,NaN,Brewer's IPA,Session India Pale Ale,5,48,N
394,SWMzJ3,o407xI,Seasonal,Chocolate Pumpkin Brown Ale,Herb and Spice Beer,NaN,NaN,N
395,SWMzJ3,S98qfm,NaN,Clown Around,American-Style Sour Ale,6.8,NaN,N
396,SWMzJ3,NkTYVH,NaN,Coffee Cascara Brown,American-Style Brown Ale,6.5,NaN,N
397,SWMzJ3,2hRkGA,Seasonal,Coffee Tequila Oatmeal Stout,Oatmeal Stout,NaN,NaN,N
398,SWMzJ3,YOnoI1,NaN,Cul Du Bouffon,French & Belgian-Style Saison,5.3,21,N
399,SWMzJ3,csm2Qw,Year Round,Dark Chocolate Blueberry Porter,Robust Porter,NaN,NaN,N
400,SWMzJ3,ZQYVeQ,Limited,Dark Chocolate Cherry Porter,Brown Porter,NaN,NaN,N
401,SWMzJ3,CNp1Kx,Year Round,Dark Chocolate Sea Salt Stout,American-Style Stout,7.1,28,N
402,SWMzJ3,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,NaN,N
403,SWMzJ3,xrkanw,NaN,Double Cheek IPA,Imperial or Double India Pale Ale,8.27,92,N
404,SWMzJ3,lK4JB8,NaN,Evolved,American-Style Sour Ale,6.5,NaN,N
405,SWMzJ3,UkdTjb,NaN,Experimental Clown,American-Style India Pale Ale,6,NaN,N
406,SWMzJ3,Zn8a25,NaN,Fermenter #1,American-Style India Pale Ale,6.8,48,N
407,SWMzJ3,oYwFIq,NaN,Figgatude,American-Style Pale Ale,5.8,NaN,N
408,SWMzJ3,BkHJnr,Seasonal,Fresh Hop Simcoe IPA,American-Style India Pale Ale,NaN,NaN,N
409,SWMzJ3,7S0MDB,NaN,Ghost Chili Pepper IPA,American-Style Pale Ale,6.7,NaN,N
410,SWMzJ3,zktenZ,NaN,Gingerbread Brown Ale,American-Style Brown Ale,6.6,NaN,N
411,SWMzJ3,HKtMZ2,Seasonal,Hazelnut Nut Brown Ale,American-Style Brown Ale,NaN,NaN,N
412,SWMzJ3,x8QAXi,NaN,Honey Kolsch,German-Style Kölsch / Köln-Style Kölsch,NaN,NaN,N
413,SWMzJ3,Q5zPbh,Seasonal,Hop Pollen,American-Style India Pale Ale,6,NaN,N
414,SWMzJ3,aBTOxN,NaN,Imperial Dark Chocolate Black Truffle Sea Salt Stout,American-Style Imperial Stout,11.5,91,N
415,SWMzJ3,s8ZXER,Seasonal,Imperial IPA,Imperial or Double India Pale Ale,8,NaN,N
416,SWMzJ3,x6phUz,Limited,India Brown Ale,Specialty Beer,NaN,NaN,N
417,SWMzJ3,ofN9Ft,NaN,IPA,American-Style India Pale Ale,6.7,68,N
418,SWMzJ3,TG4lsv,NaN,Jasmine Tea IPA,American-Style India Pale Ale,6.8,70,N
419,SWMzJ3,y3g6tE,NaN,Lemon Blonde,Golden or Blonde Ale,NaN,NaN,N
420,SWMzJ3,iTO5C7,Limited,Lemon Wheat IPA,American-Style India Pale Ale,NaN,NaN,N
421,SWMzJ3,EeIlNE,Seasonal,Little Ass Sour,Wild Beer,4.8,NaN,N
422,SWMzJ3,d14EKz,Summer,Mosiac Wet Hop IPA,American-Style India Pale Ale,6.9,NaN,N
423,SWMzJ3,69fH2g,Year Round,Orange Citrus IPA,American-Style India Pale Ale,6.7,72,N
424,SWMzJ3,VlqXHS,NaN,PARTLY CLOUDY WITH A CHANCE OF FUN,American-Style India Pale Ale,6.5,44,N
425,SWMzJ3,FCUqaN,Year Round,Peach Fig Pale Ale,American-Style Pale Ale,NaN,NaN,N
426,SWMzJ3,sDnKSP,NaN,Plum Sour,American-Style Sour Ale,5.5,NaN,N
427,SWMzJ3,rWDejo,Year Round,Poplar Brown Ale,American-Style Brown Ale,NaN,NaN,N
428,SWMzJ3,QNiw6j,Seasonal,Pumpkin IPA,American-Style India Pale Ale,6.7,NaN,N
429,SWMzJ3,FKn2UQ,Limited,Raspberry Mint IPA,American-Style Black Ale,6.8,NaN,N
430,SWMzJ3,BUvRNl,NaN,Rose Hip Hibiscus Blonde,Golden or Blonde Ale,5.5,18,N
431,SWMzJ3,T49Fnd,NaN,Scared of Clowns,American-Style Sour Ale,NaN,NaN,N
432,SWMzJ3,lHgf6C,NaN,She Said Her Name Was Cherri,American-Style Sour Ale,7,35,N
433,SWMzJ3,TpwStF,Limited,Smoked Maple Syrup Black Ale,Specialty Beer,NaN,NaN,N
434,SWMzJ3,f1AYPb,Seasonal,Smoked Scotch Ale,Smoke Beer (Lager or Ale),NaN,NaN,N
435,SWMzJ3,reVqdr,Year Round,Starfruit Tart,American-Style Sour Ale,6,NaN,N
436,SWMzJ3,L2IUGk,NaN,Tie Up Pale Ale,American-Style Pale Ale,5.8,38,N
437,SWMzJ3,xnvaSs,NaN,Trending IPA,American-Style India Pale Ale,6.7,NaN,N
438,SWMzJ3,XZUz8q,NaN,Unstable Clown,American-Style India Pale Ale,6.7,NaN,N
439,SWMzJ3,Kn6tLY,Limited,Vanilla Bean Chocolate Brown Ale,American-Style Brown Ale,NaN,NaN,N
440,SWMzJ3,UBKiER,NaN,Word,American-Style India Pale Ale,6.8,NaN,N
441,mAOYtZ,GpHtHG,NaN,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,NaN,N
442,bv8S0U,0OwQlz,NaN,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5,5,N
443,mAOYtZ,GpHtHG,NaN,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,NaN,N
444,bv8S0U,0OwQlz,NaN,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5,5,N
445,mAOYtZ,GpHtHG,NaN,Dragonfruit Sour IPA,American-Style India Pale Ale,6.6,NaN,N
446,bv8S0U,0OwQlz,NaN,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,5,5,N
447,j8PiMZ,Pawrp5,Year Round,Billy Beer,American-Style Light (Low Calorie) Lager,3.2,12,N
448,j8PiMZ,VvbN8F,Year Round,Billy's Wild Weekend,American-Style Lager,4.43,11,N
449,j8PiMZ,giyQU1,NaN,The Wonderworker,Belgian-Style Tripel,8.1,19,N
450,OCiWW5,Ttua0u,NaN,Astral Bootie,Session India Pale Ale,4.5,40,N
451,OCiWW5,geWWbe,NaN,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,NaN,N
452,OCiWW5,rLttNr,NaN,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,NaN,N
453,OCiWW5,ZKYp4r,Year Round,Black Dome,American-Style Stout,6,NaN,N
454,OCiWW5,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,NaN,N
455,OCiWW5,Fjoc0r,NaN,CLT IPA,American-Style India Pale Ale,7.2,80,N
456,OCiWW5,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33,N
457,OCiWW5,Z6D5XP,NaN,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0,0,N
458,OCiWW5,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,NaN,N
459,OCiWW5,KSlTEX,NaN,Endless Trail Helles,Münchner (Munich)-Style Helles,5,25,N
460,OCiWW5,BPvtgq,NaN,Farmer Brett,Brett Beer,0,0,N
461,OCiWW5,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6,NaN,N
462,OCiWW5,CHpKlO,NaN,Festbier Lager,German-Style Märzen,5.3,25,N
463,OCiWW5,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6,65,N
464,OCiWW5,8xxqwl,NaN,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65,N
465,OCiWW5,GaHyVt,NaN,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60,N
466,OCiWW5,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,NaN,NaN,N
467,OCiWW5,QiegNp,NaN,Hooligan Scotch Ale,Scotch Ale,8,NaN,N
468,OCiWW5,BeHdEI,NaN,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,NaN,N
469,OCiWW5,ZAUawZ,NaN,Hopness Monster IPA,American-Style India Pale Ale,6.5,60,N
470,OCiWW5,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6,NaN,N
471,OCiWW5,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,NaN,NaN,N
472,OCiWW5,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,NaN,N
473,OCiWW5,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,NaN,N
474,OCiWW5,qaEOPv,Seasonal,King Winterbolt,Herb and Spice Beer,7,NaN,N
475,OCiWW5,H3rsLl,NaN,LD's Belgian Tripel,Belgian-Style Tripel,10,30,N
476,OCiWW5,6MlKTp,NaN,Le Sexxxy,French & Belgian-Style Saison,7.6,NaN,N
477,OCiWW5,Kh7Clz,Year Round,Mother Trucker,American-Style Pale Ale,5,51,N
478,OCiWW5,pTVR3D,NaN,Oh Pale Yeah!,Session Beer,4.5,37,N
479,OCiWW5,ClwsPo,NaN,Peanut Butter Jelly Time,Specialty Beer,5.75,NaN,N
480,OCiWW5,ny0RNj,NaN,Quiet Rye-Ot,Brown Porter,5.2,NaN,N
481,OCiWW5,6DdOAL,NaN,RED-iculous,American-Style India Pale Ale,6,58,N
482,OCiWW5,iNOOcY,Year Round,Red-iculous Red IPA,American-Style India Pale Ale,6,NaN,N
483,OCiWW5,x0q0vQ,Year Round,Revenuers Red Ale,American-Style Amber/Red Ale,5.2,NaN,N
484,OCiWW5,VX3aMW,NaN,Riverkeeper Apple Sour,American-Style Sour Ale,5.4,15,N
485,OCiWW5,BqOpTP,NaN,Small Batch Pineapple IPA,American-Style India Pale Ale,6.5,60,N
486,OCiWW5,i92f56,NaN,Ted Light Lime,American-Style Light (Low Calorie) Lager,4.5,7,N
487,OCiWW5,imi4js,Year Round,White Zombie,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.1,NaN,N
488,OCiWW5,wmUHNy,NaN,Wolfeman Kolsch,German-Style Kölsch / Köln-Style Kölsch,0,0,N
489,OCiWW5,Ttua0u,NaN,Astral Bootie,Session India Pale Ale,4.5,40,N
490,OCiWW5,geWWbe,NaN,Barley's Best Bitter,Special Bitter or Best Bitter,4.75,NaN,N
491,OCiWW5,rLttNr,NaN,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,8.5,NaN,N
492,OCiWW5,ZKYp4r,Year Round,Black Dome,American-Style Stout,6,NaN,N
493,OCiWW5,rpXeHZ,Year Round,Brown Bear,American-Style Brown Ale,5.2,NaN,N
494,OCiWW5,Fjoc0r,NaN,CLT IPA,American-Style India Pale Ale,7.2,80,N
495,OCiWW5,5TavcM,Limited,Deep State Baltic Porter,Baltic-Style Porter,7.2,33,N
496,OCiWW5,Z6D5XP,NaN,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,0,0,N
497,OCiWW5,ia3EgD,Limited,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,9.6,NaN,N
498,OCiWW5,KSlTEX,NaN,Endless Trail Helles,Münchner (Munich)-Style Helles,5,25,N
499,OCiWW5,BPvtgq,NaN,Farmer Brett,Brett Beer,0,0,N
500,OCiWW5,YZbMOg,Year Round,Farmer Ted's,American-Style Cream Ale or Lager,6,NaN,N
501,OCiWW5,CHpKlO,NaN,Festbier Lager,German-Style Märzen,5.3,25,N
502,OCiWW5,GijAEE,Year Round,Firewater,American-Style India Pale Ale,6,65,N
503,OCiWW5,8xxqwl,NaN,Friki Tiki - Blood Orange,American-Style India Pale Ale,6.5,65,N
504,OCiWW5,GaHyVt,NaN,Friki Tiki - Guava,American-Style India Pale Ale,6.5,60,N
505,OCiWW5,U9GSR0,Year Round,Honest Injun Stout,American-Style Stout,NaN,NaN,N
506,OCiWW5,QiegNp,NaN,Hooligan Scotch Ale,Scotch Ale,8,NaN,N
507,OCiWW5,BeHdEI,NaN,Hop Series #1 - The Nose,American-Style India Pale Ale,4.75,NaN,N
508,OCiWW5,ZAUawZ,NaN,Hopness Monster IPA,American-Style India Pale Ale,6.5,60,N
509,OCiWW5,ZjsVCB,Seasonal,Hyper Monkey Stout,American-Style Stout,6,NaN,N
510,OCiWW5,6SzGaR,Limited,Indian Head Red Ale,American-Style Amber/Red Ale,NaN,NaN,N
511,OCiWW5,xQ9h2k,Spring,King Coconut Porter,Robust Porter,5.2,NaN,N
512,OCiWW5,L6QstJ,Fall,King Don's Pumpkin Ale,Pumpkin Beer,5.5,NaN,N
513,OCiWW5,qaEOPv,Seasonal,King Winterbolt,Herb and Spice Beer,7,NaN,N
514,OCiWW5,H3rsLl,NaN,LD's Belgian Tripel,Belgian-Style Tripel,10,30,N
515,OCiWW5,6MlKTp,NaN,Le Sexxxy,French & Belgian-Style Saison,7.6,NaN,N
516,OCiWW5,Kh7Clz,Year Round,Mother Trucker,American-Style Pale Ale,5,51,N
517,OCiWW5,pTVR3D,NaN,Oh Pale Yeah!,Session Beer,4.5,37,N
518,OCiWW5,ClwsPo,NaN,Peanut Butter Jelly Time,Specialty Beer,5.75,NaN,N
519,OCiWW5,ny0RNj,NaN,Quiet Rye-Ot,Brown Porter,5.2,NaN,N
520,OCiWW5,6DdOAL,NaN,RED-iculous,American-Style India Pale Ale,6,58,N
521,OCiWW5,iNOOcY,Year Round,Red-iculous Red IPA,American-Style India Pale Ale,6,NaN,N
522,OCiWW5,x0q0vQ,Year Round,Revenuers Red Ale,American-Style Amber/Red Ale,5.2,NaN,N
523,OCiWW5,VX3aMW,NaN,Riverkeeper Apple Sour,American-Style Sour Ale,5.4,15,N
